Aparecio,Complexion,Estado,Mes,Descripcion,Edad,Estatura,Sexo
0,Mediana,SONORA,2,1,38,1.79,HOMBRE
0,Mediana,JALISCO,2,1,31,1.5,HOMBRE
0,Delgada,GUERRERO,2,1,33,1.7,HOMBRE
0,Delgada,GUERRERO,2,1,24,1.6,HOMBRE
0,NO ESPECIFICADO,MICHOACAN,2,0,12,NO ESPECIFICADO,HOMBRE
0,Delgada,JALISCO,2,0,33,1.6,HOMBRE
0,Delgada,JALISCO,2,1,26,1.58,HOMBRE
0,NO ESPECIFICADO,CIUDAD DE MEXICO,2,0,84,NO ESPECIFICADO,HOMBRE
0,Mediana,COAHUILA DE ZARAGOZA,2,1,38,1.5,HOMBRE
0,Robusta,GUERRERO,2,1,26,1.7,HOMBRE
0,Delgada,ESTADO DE MEXICO,2,1,7,1.15,HOMBRE
0,NO ESPECIFICADO,TAMAULIPAS,2,0,22,NO ESPECIFICADO,HOMBRE
0,Robusta,PUEBLA,2,1,18,1.55,MUJER
0,Robusta,GUERRERO,2,1,15,1.66,MUJER
0,Delgada,MORELOS,2,1,14,1.55,HOMBRE
0,Delgada,MICHOACAN,2,1,18,1.84,HOMBRE
0,Delgada,COLIMA,2,1,28,1.7,HOMBRE
0,Robusta,ESTADO DE MEXICO,2,1,60,1.65,HOMBRE
0,Delgada,ESTADO DE MEXICO,2,0,23,1.7,HOMBRE
0,NO ESPECIFICADO,GUANAJUATO,2,1,49,1.72,HOMBRE
0,NO ESPECIFICADO,GUANAJUATO,2,1,41,1.81,HOMBRE
0,Robusta,JALISCO,2,1,18,1.58,MUJER
0,NO ESPECIFICADO,SINALOA,2,0,42,1.7,HOMBRE
0,Mediana,SINALOA,2,0,24,1.8,HOMBRE
0,Delgada,SINALOA,2,1,29,1.72,HOMBRE
0,NO ESPECIFICADO,SINALOA,2,0,33,1.76,HOMBRE
0,Delgada,CHIHUAHUA,3,1,30,1.7,HOMBRE
0,NO ESPECIFICADO,NUEVO LEON,3,0,64,NO ESPECIFICADO,HOMBRE
0,Delgada,JALISCO,3,0,35,1.7,HOMBRE
0,Mediana,CHIHUAHUA,3,1,35,1.7,HOMBRE
0,Robusta,CHIHUAHUA,3,1,30,1.85,HOMBRE
0,Delgada,ESTADO DE MEXICO,3,0,52,1.55,HOMBRE
0,Robusta,TAMAULIPAS,3,1,NO ESPECIFICADO,1.9,HOMBRE
0,Robusta,ESTADO DE MEXICO,3,1,30,1.55,MUJER
0,Robusta,COAHUILA DE ZARAGOZA,3,1,53,1.65,MUJER
0,Mediana,COAHUILA DE ZARAGOZA,3,1,56,1.72,HOMBRE
0,NO ESPECIFICADO,CHIHUAHUA,3,0,19,1.55,HOMBRE
0,Delgada,PUEBLA,3,0,72,1.6,HOMBRE
0,NO ESPECIFICADO,GUERRERO,3,0,35,NO ESPECIFICADO,HOMBRE
0,Robusta,COAHUILA DE ZARAGOZA,3,0,57,1.65,HOMBRE
0,Delgada,TAMAULIPAS,3,1,51,1.6,MUJER
0,NO ESPECIFICADO,CHIHUAHUA,3,0,19,NO ESPECIFICADO,HOMBRE
0,Mediana,JALISCO,3,0,63,1.6,MUJER
0,Mediana,TAMAULIPAS,3,1,40,1.7,HOMBRE
0,Robusta,COAHUILA DE ZARAGOZA,3,1,32,1.65,HOMBRE
0,NO ESPECIFICADO,NUEVO LEON,3,0,36,NO ESPECIFICADO,HOMBRE
0,Robusta,COAHUILA DE ZARAGOZA,3,1,31,1.74,HOMBRE
0,Delgada,COLIMA,3,0,17,1.75,HOMBRE
0,Mediana,DURANGO,3,0,28,1.72,HOMBRE
0,Robusta,MICHOACAN,3,1,24,1.68,HOMBRE
0,NO ESPECIFICADO,TAMAULIPAS,3,0,NO ESPECIFICADO,NO ESPECIFICADO,HOMBRE
0,Delgada,TAMAULIPAS,3,0,42,1.8,HOMBRE
0,Robusta,JALISCO,3,1,74,1.6,HOMBRE
0,Delgada,ESTADO DE MEXICO,3,1,27,1.57,HOMBRE
0,Mediana,DURANGO,3,1,46,1.78,HOMBRE
0,NO ESPECIFICADO,TAMAULIPAS,3,0,8,NO ESPECIFICADO,MUJER
0,Delgada,COAHUILA DE ZARAGOZA,3,1,28,1.68,HOMBRE
0,Delgada,COAHUILA DE ZARAGOZA,3,1,23,1.9,HOMBRE
0,Delgada,CHIHUAHUA,3,0,18,1.9,HOMBRE
0,NO ESPECIFICADO,NUEVO LEON,3,0,54,NO ESPECIFICADO,MUJER
0,NO ESPECIFICADO,CIUDAD DE MEXICO,3,0,NO ESPECIFICADO,NO ESPECIFICADO,HOMBRE
0,Mediana,MICHOACAN,3,1,15,NO ESPECIFICADO,HOMBRE
0,NO ESPECIFICADO,TAMAULIPAS,3,1,35,NO ESPECIFICADO,HOMBRE
0,Delgada,JALISCO,3,1,30,NO ESPECIFICADO,HOMBRE
0,Delgada,TAMAULIPAS,3,0,15,1.5,MUJER
0,Mediana,ESTADO DE MEXICO,3,1,58,1.7,HOMBRE
0,NO ESPECIFICADO,NUEVO LEON,3,0,34,NO ESPECIFICADO,HOMBRE
0,NO ESPECIFICADO,SONORA,3,1,33,NO ESPECIFICADO,HOMBRE
0,NO ESPECIFICADO,NUEVO LEON,3,0,21,NO ESPECIFICADO,HOMBRE
0,NO ESPECIFICADO,NUEVO LEON,3,0,26,NO ESPECIFICADO,MUJER
0,Mediana,COAHUILA DE ZARAGOZA,3,1,21,1.85,HOMBRE
0,Mediana,COAHUILA DE ZARAGOZA,3,1,25,1.7,HOMBRE
0,Mediana,COAHUILA DE ZARAGOZA,3,1,22,1.85,HOMBRE
0,Mediana,COAHUILA DE ZARAGOZA,3,1,25,1.72,HOMBRE
0,Delgada,TAMAULIPAS,3,0,50,1.75,HOMBRE
0,Delgada,SINALOA,3,1,22,1.7,HOMBRE
0,NO ESPECIFICADO,CHIHUAHUA,3,1,23,1.65,HOMBRE
0,NO ESPECIFICADO,TAMAULIPAS,3,1,23,NO ESPECIFICADO,HOMBRE
0,Delgada,TAMAULIPAS,3,1,16,NO ESPECIFICADO,HOMBRE
0,Mediana,TAMAULIPAS,3,0,33,NO ESPECIFICADO,HOMBRE
0,Mediana,SONORA,3,0,22,1.7,HOMBRE
0,NO ESPECIFICADO,MICHOACAN,3,0,21,NO ESPECIFICADO,HOMBRE
0,Robusta,CHIHUAHUA,3,1,44,1.76,HOMBRE
0,NO ESPECIFICADO,SINALOA,3,0,30,NO ESPECIFICADO,HOMBRE
0,Delgada,TAMAULIPAS,3,1,31,1.75,HOMBRE
0,Delgada,TAMAULIPAS,3,0,14,1.7,HOMBRE
0,NO ESPECIFICADO,BAJA CALIFORNIA,3,0,NO ESPECIFICADO,NO ESPECIFICADO,MUJER
0,Delgada,TAMAULIPAS,3,0,NO ESPECIFICADO,1.75,HOMBRE
0,NO ESPECIFICADO,TAMAULIPAS,3,0,NO ESPECIFICADO,NO ESPECIFICADO,HOMBRE
0,Mediana,COAHUILA DE ZARAGOZA,3,0,48,NO ESPECIFICADO,HOMBRE
0,Mediana,BAJA CALIFORNIA SUR,3,1,31,1.78,HOMBRE
0,Delgada,BAJA CALIFORNIA SUR,3,1,61,1.72,HOMBRE
0,Delgada,COLIMA,3,1,39,1.75,HOMBRE
0,Delgada,TAMAULIPAS,3,0,16,1.67,HOMBRE
0,Delgada,TAMAULIPAS,3,0,NO ESPECIFICADO,NO ESPECIFICADO,HOMBRE
0,Robusta,JALISCO,3,1,32,1.85,HOMBRE
0,NO ESPECIFICADO,NUEVO LEON,3,0,36,NO ESPECIFICADO,HOMBRE
0,Delgada,TAMAULIPAS,3,1,21,1.78,HOMBRE
0,NO ESPECIFICADO,NUEVO LEON,3,0,54,NO ESPECIFICADO,HOMBRE
0,NO ESPECIFICADO,SONORA,3,1,36,NO ESPECIFICADO,HOMBRE
0,Delgada,JALISCO,3,1,25,1.75,HOMBRE
0,NO ESPECIFICADO,TAMAULIPAS,3,1,29,NO ESPECIFICADO,HOMBRE
0,Mediana,VERACRUZ,3,1,28,1.7,HOMBRE
0,Mediana,SINALOA,3,0,32,1.75,HOMBRE
0,Delgada,NUEVO LEON,3,0,14,NO ESPECIFICADO,MUJER
0,Delgada,JALISCO,3,1,33,1.75,HOMBRE
0,Delgada,CHIHUAHUA,3,1,19,1.7,HOMBRE
0,Mediana,TAMAULIPAS,3,1,26,1.74,HOMBRE
0,Delgada,JALISCO,3,1,48,1.55,HOMBRE
0,NO ESPECIFICADO,MICHOACAN,3,0,NO ESPECIFICADO,NO ESPECIFICADO,HOMBRE
0,Delgada,GUERRERO,3,1,51,1.6,MUJER
0,Delgada,MICHOACAN,3,0,18,1.76,HOMBRE
0,Delgada,QUERETARO,3,1,61,1.5,HOMBRE
0,Delgada,ESTADO DE MEXICO,3,0,13,1.6,MUJER
0,Delgada,GUERRERO,3,1,17,1.5,MUJER
0,NO ESPECIFICADO,NUEVO LEON,3,0,13,NO ESPECIFICADO,MUJER
0,Delgada,CHIHUAHUA,3,0,82,1.5,HOMBRE
0,Mediana,SINALOA,3,1,40,1.73,HOMBRE
0,NO ESPECIFICADO,SINALOA,3,0,66,1.7,HOMBRE
0,NO ESPECIFICADO,SINALOA,3,1,24,1.85,HOMBRE
0,Robusta,CHIHUAHUA,3,0,63,1.95,HOMBRE
0,Mediana,SONORA,3,1,34,1.6,HOMBRE
0,Robusta,CHIHUAHUA,3,1,44,NO ESPECIFICADO,HOMBRE
0,Mediana,JALISCO,3,1,28,1.7,HOMBRE
0,Delgada,CHIHUAHUA,3,0,34,1.68,HOMBRE
0,Delgada,JALISCO,3,1,17,1.65,HOMBRE
0,Delgada,CHIHUAHUA,3,1,22,NO ESPECIFICADO,HOMBRE
0,Delgada,ESTADO DE MEXICO,3,0,22,1.56,HOMBRE
1,Delgada,SINALOA,3,1,19,1.6,HOMBRE
0,Mediana,PUEBLA,3,1,55,1.65,HOMBRE
0,NO ESPECIFICADO,PUEBLA,3,1,40,1.77,HOMBRE
0,Delgada,GUERRERO,3,0,25,1.8,HOMBRE
0,Delgada,SINALOA,3,1,25,1.75,HOMBRE
0,Robusta,ESTADO DE MEXICO,3,0,37,1.7,HOMBRE
0,Delgada,ESTADO DE MEXICO,3,0,14,1.6,MUJER
0,Delgada,ESTADO DE MEXICO,3,0,13,1.53,MUJER
0,Delgada,ESTADO DE MEXICO,3,0,53,1.6,HOMBRE
0,Robusta,JALISCO,3,0,27,1.7,HOMBRE
0,Robusta,DURANGO,3,1,32,1.6,MUJER
0,Delgada,CHIHUAHUA,3,0,30,1.65,HOMBRE
0,Mediana,BAJA CALIFORNIA,3,1,40,1.75,HOMBRE
0,Delgada,SONORA,3,1,32,1.6,HOMBRE
0,Delgada,SONORA,3,1,20,1.6,MUJER
0,Delgada,JALISCO,3,1,24,1.6,HOMBRE
0,NO ESPECIFICADO,TAMAULIPAS,3,0,16,NO ESPECIFICADO,HOMBRE
0,NO ESPECIFICADO,TAMAULIPAS,3,0,31,NO ESPECIFICADO,MUJER
1,NO ESPECIFICADO,GUANAJUATO,3,0,13,NO ESPECIFICADO,MUJER
1,NO ESPECIFICADO,GUANAJUATO,3,0,14,NO ESPECIFICADO,MUJER
0,Delgada,MORELOS,3,1,18,1.6,MUJER
0,Mediana,MORELOS,3,1,3,1,MUJER
0,Delgada,JALISCO,3,1,25,1.76,HOMBRE
