Aparecio,Complexion,Estado,Mes,Descripcion,Edad,Estatura,Sexo
0,Mediana,CHIHUAHUA,2,0,28.00,170,HOMBRE
0,Mediana,CHIHUAHUA,2,1,21.00,166,HOMBRE
0,Mediana,CHIHUAHUA,2,0,56.00,170,HOMBRE
0,Delgada,PUEBLA,2,0,32.00,155,HOMBRE
0,Mediana,COAHUILA DE ZARAGOZA,2,1,29.00,165,HOMBRE
0,NO ESPECIFICADO,CHIHUAHUA,2,0,,172,HOMBRE
0,Delgada,OAXACA,2,1,20.00,158,MUJER
0,Mediana,CHIHUAHUA,2,0,39.00,175,HOMBRE
0,Mediana,TAMAULIPAS,2,0,,,MUJER
0,Delgada,CHIHUAHUA,2,0,32.00,160,HOMBRE
0,Delgada,JALISCO,2,1,25.00,165,HOMBRE
0,Delgada,ESTADO DE MEXICO,2,0,36.00,165,HOMBRE
0,NO ESPECIFICADO,NUEVO LEON,2,0,22.00,,HOMBRE
0,NO ESPECIFICADO,NUEVO LEON,2,0,26.00,,HOMBRE
0,Robusta,TAMAULIPAS,2,0,24.00,,HOMBRE
0,Delgada,COAHUILA DE ZARAGOZA,2,0,68.00,175,HOMBRE
0,Robusta,COAHUILA DE ZARAGOZA,2,1,30.00,165,HOMBRE
0,Delgada,COAHUILA DE ZARAGOZA,2,1,29.00,170,HOMBRE
0,NO ESPECIFICADO,NUEVO LEON,2,0,16.00,,HOMBRE
0,Delgada,CIUDAD DE MEXICO,2,0,32.00,170,HOMBRE
0,Delgada,MICHOACAN,2,0,18.00,168,HOMBRE
0,Robusta,SINALOA,2,0,22.00,170,HOMBRE
0,NO ESPECIFICADO,TAMAULIPAS,2,0,30.00,,HOMBRE
0,NO ESPECIFICADO,TAMAULIPAS,2,0,29.00,,MUJER
0,Delgada,TAMAULIPAS,2,1,72.00,160,HOMBRE
0,Robusta,TAMAULIPAS,2,1,30.00,178,HOMBRE
0,Delgada,JALISCO,2,1,18.00,170,HOMBRE
0,NO ESPECIFICADO,AGUASCALIENTES,2,0,15.00,,MUJER
0,NO ESPECIFICADO,NUEVO LEON,2,0,21.00,,HOMBRE
0,NO ESPECIFICADO,COAHUILA DE ZARAGOZA,2,1,29.00,,HOMBRE
0,Delgada,CHIHUAHUA,2,1,24.00,175,HOMBRE
0,NO ESPECIFICADO,TAMAULIPAS,2,1,25.00,160,HOMBRE
0,Mediana,TAMAULIPAS,2,1,24.00,160,MUJER
0,NO ESPECIFICADO,TAMAULIPAS,2,1,40.00,,MUJER
0,Delgada,VERACRUZ,2,1,32.00,160,HOMBRE
0,NO ESPECIFICADO,TAMAULIPAS,2,1,,160,HOMBRE
0,NO ESPECIFICADO,AGUASCALIENTES,2,0,27.00,,HOMBRE
0,Delgada,BAJA CALIFORNIA,2,1,45.00,170,HOMBRE
0,Mediana,CHIHUAHUA,2,1,24.00,180,HOMBRE
0,Delgada,DURANGO,2,1,15.00,175,HOMBRE
0,NO ESPECIFICADO,SINALOA,2,1,37.00,160,HOMBRE
0,NO ESPECIFICADO,SINALOA,2,0,,,HOMBRE
0,Robusta,GUERRERO,2,1,35.00,170,HOMBRE
0,Delgada,TAMAULIPAS,2,0,,192,HOMBRE
0,NO ESPECIFICADO,TAMAULIPAS,2,0,31.00,,MUJER
0,Delgada,TAMAULIPAS,2,1,46.00,170,MUJER
0,Delgada,QUERETARO,2,0,36.00,180,HOMBRE
0,Delgada,ZACATECAS,2,1,30.00,183,HOMBRE
0,NO ESPECIFICADO,SONORA,2,1,32.00,,HOMBRE
0,NO ESPECIFICADO,COAHUILA DE ZARAGOZA,2,0,30.00,,MUJER
0,Robusta,COAHUILA DE ZARAGOZA,2,1,50.00,178,HOMBRE
0,Delgada,JALISCO,2,0,55.00,175,HOMBRE
0,NO ESPECIFICADO,ESTADO DE MEXICO,2,0,43.00,,MUJER
0,NO ESPECIFICADO,CAMPECHE,2,0,13.00,,MUJER
0,NO ESPECIFICADO,SONORA,2,1,58.00,,HOMBRE
0,NO ESPECIFICADO,SONORA,2,0,16.00,,MUJER
0,NO ESPECIFICADO,SONORA,2,0,75.00,,MUJER
0,NO ESPECIFICADO,SONORA,2,1,19.00,,HOMBRE
0,Robusta,TAMAULIPAS,2,0,33.00,165,HOMBRE
0,Delgada,CHIHUAHUA,2,0,13.00,155,HOMBRE
0,Robusta,AGUASCALIENTES,2,1,16.00,160,MUJER
0,Delgada,GUERRERO,2,1,22.00,174,HOMBRE
1,Robusta,ZACATECAS,2,1,26.00,165,HOMBRE
0,NO ESPECIFICADO,NUEVO LEON,2,0,17.00,,HOMBRE
0,Delgada,JALISCO,2,0,32.00,192,HOMBRE
0,Mediana,JALISCO,2,1,24.00,180,HOMBRE
0,Mediana,SONORA,2,1,43.00,175,HOMBRE
0,Mediana,SONORA,2,1,38.00,179,HOMBRE
0,Mediana,JALISCO,2,1,31.00,150,HOMBRE
0,Delgada,GUERRERO,2,1,33.00,170,HOMBRE
0,Delgada,GUERRERO,2,1,24.00,160,HOMBRE
0,NO ESPECIFICADO,MICHOACAN,2,0,12.00,,HOMBRE
0,Delgada,JALISCO,2,0,33.00,160,HOMBRE
0,Delgada,JALISCO,2,1,26.00,158,HOMBRE
0,NO ESPECIFICADO,CIUDAD DE MEXICO,2,0,84.00,,HOMBRE
0,Mediana,COAHUILA DE ZARAGOZA,2,1,38.00,150,HOMBRE
0,Robusta,GUERRERO,2,1,26.00,170,HOMBRE
0,Delgada,ESTADO DE MEXICO,2,1,7.00,115,HOMBRE
0,NO ESPECIFICADO,TAMAULIPAS,2,0,22.00,,HOMBRE
0,Robusta,PUEBLA,2,1,18.00,155,MUJER
0,Robusta,GUERRERO,2,1,15.00,166,MUJER
0,Delgada,MORELOS,2,1,14.00,155,HOMBRE
0,Delgada,MICHOACAN,2,1,18.00,184,HOMBRE
0,Delgada,COLIMA,2,1,28.00,170,HOMBRE
0,Robusta,ESTADO DE MEXICO,2,1,60.00,165,HOMBRE
0,Delgada,ESTADO DE MEXICO,2,0,23.00,170,HOMBRE
0,NO ESPECIFICADO,GUANAJUATO,2,1,49.00,172,HOMBRE
0,NO ESPECIFICADO,GUANAJUATO,2,1,41.00,181,HOMBRE
0,Robusta,JALISCO,2,1,18.00,158,MUJER
0,NO ESPECIFICADO,SINALOA,2,0,42.00,170,HOMBRE
0,Mediana,SINALOA,2,0,24.00,180,HOMBRE
0,Delgada,SINALOA,2,1,29.00,172,HOMBRE
0,NO ESPECIFICADO,SINALOA,2,0,33.00,176,HOMBRE
0,Delgada,CHIHUAHUA,3,1,30.00,170,HOMBRE
0,NO ESPECIFICADO,NUEVO LEON,3,0,64.00,,HOMBRE
0,Delgada,JALISCO,3,0,35.00,170,HOMBRE
0,Mediana,CHIHUAHUA,3,1,35.00,170,HOMBRE
0,Robusta,CHIHUAHUA,3,1,30.00,185,HOMBRE
0,Delgada,ESTADO DE MEXICO,3,0,52.00,155,HOMBRE
0,Robusta,TAMAULIPAS,3,1,,190,HOMBRE
0,Robusta,ESTADO DE MEXICO,3,1,30.00,155,MUJER
0,Robusta,COAHUILA DE ZARAGOZA,3,1,53.00,165,MUJER
0,Mediana,COAHUILA DE ZARAGOZA,3,1,56.00,172,HOMBRE
0,NO ESPECIFICADO,CHIHUAHUA,3,0,19.00,155,HOMBRE
0,Delgada,PUEBLA,3,0,72.00,160,HOMBRE
0,NO ESPECIFICADO,GUERRERO,3,0,35.00,,HOMBRE
0,Robusta,COAHUILA DE ZARAGOZA,3,0,57.00,165,HOMBRE
0,Delgada,TAMAULIPAS,3,1,51.00,160,MUJER
0,NO ESPECIFICADO,CHIHUAHUA,3,0,19.00,,HOMBRE
0,Mediana,JALISCO,3,0,63.00,160,MUJER
0,Mediana,TAMAULIPAS,3,1,40.00,170,HOMBRE
0,Robusta,COAHUILA DE ZARAGOZA,3,1,32.00,165,HOMBRE
0,NO ESPECIFICADO,NUEVO LEON,3,0,36.00,,HOMBRE
0,Robusta,COAHUILA DE ZARAGOZA,3,1,31.00,174,HOMBRE
0,Delgada,COLIMA,3,0,17.00,175,HOMBRE
0,Mediana,DURANGO,3,0,28.00,172,HOMBRE
0,Robusta,MICHOACAN,3,1,24.00,168,HOMBRE
0,NO ESPECIFICADO,TAMAULIPAS,3,0,,,HOMBRE
0,Delgada,TAMAULIPAS,3,0,42.00,180,HOMBRE
0,Robusta,JALISCO,3,1,74.00,160,HOMBRE
0,Delgada,ESTADO DE MEXICO,3,1,27.00,157,HOMBRE
0,Mediana,DURANGO,3,1,46.00,178,HOMBRE
0,NO ESPECIFICADO,TAMAULIPAS,3,0,8.00,,MUJER
0,Delgada,COAHUILA DE ZARAGOZA,3,1,28.00,168,HOMBRE
0,Delgada,COAHUILA DE ZARAGOZA,3,1,23.00,190,HOMBRE
0,Delgada,CHIHUAHUA,3,0,18.00,190,HOMBRE
0,NO ESPECIFICADO,NUEVO LEON,3,0,54.00,,MUJER
0,NO ESPECIFICADO,CIUDAD DE MEXICO,3,0,,,HOMBRE
0,Mediana,MICHOACAN,3,1,15.00,,HOMBRE
0,NO ESPECIFICADO,TAMAULIPAS,3,1,35.00,,HOMBRE
0,Delgada,JALISCO,3,1,30.00,,HOMBRE
0,Delgada,TAMAULIPAS,3,0,15.00,150,MUJER
0,Mediana,ESTADO DE MEXICO,3,1,58.00,170,HOMBRE
0,NO ESPECIFICADO,NUEVO LEON,3,0,34.00,,HOMBRE
0,NO ESPECIFICADO,SONORA,3,1,33.00,,HOMBRE
0,NO ESPECIFICADO,NUEVO LEON,3,0,21.00,,HOMBRE
0,NO ESPECIFICADO,NUEVO LEON,3,0,26.00,,MUJER
0,Mediana,COAHUILA DE ZARAGOZA,3,1,21.00,185,HOMBRE
0,Mediana,COAHUILA DE ZARAGOZA,3,1,25.00,170,HOMBRE
0,Mediana,COAHUILA DE ZARAGOZA,3,1,22.00,185,HOMBRE
0,Mediana,COAHUILA DE ZARAGOZA,3,1,25.00,172,HOMBRE
0,Delgada,TAMAULIPAS,3,0,50.00,175,HOMBRE
0,Delgada,SINALOA,3,1,22.00,170,HOMBRE
0,NO ESPECIFICADO,CHIHUAHUA,3,1,23.00,165,HOMBRE
0,NO ESPECIFICADO,TAMAULIPAS,3,1,23.00,,HOMBRE
0,Delgada,TAMAULIPAS,3,1,16.00,,HOMBRE
0,Mediana,TAMAULIPAS,3,0,33.00,,HOMBRE
0,Mediana,SONORA,3,0,22.00,170,HOMBRE
0,NO ESPECIFICADO,MICHOACAN,3,0,21.00,,HOMBRE
0,Robusta,CHIHUAHUA,3,1,44.00,176,HOMBRE
0,NO ESPECIFICADO,SINALOA,3,0,30.00,,HOMBRE
0,Delgada,TAMAULIPAS,3,1,31.00,175,HOMBRE
0,Delgada,TAMAULIPAS,3,0,14.00,170,HOMBRE
0,NO ESPECIFICADO,BAJA CALIFORNIA,3,0,,,MUJER
0,Delgada,TAMAULIPAS,3,0,,175,HOMBRE
0,NO ESPECIFICADO,TAMAULIPAS,3,0,,,HOMBRE
0,Mediana,COAHUILA DE ZARAGOZA,3,0,48.00,,HOMBRE
0,Mediana,BAJA CALIFORNIA SUR,3,1,31.00,178,HOMBRE
0,Delgada,BAJA CALIFORNIA SUR,3,1,61.00,172,HOMBRE
0,Delgada,COLIMA,3,1,39.00,175,HOMBRE
0,Delgada,TAMAULIPAS,3,0,16.00,167,HOMBRE
0,Delgada,TAMAULIPAS,3,0,,,HOMBRE
0,Robusta,JALISCO,3,1,32.00,185,HOMBRE
0,NO ESPECIFICADO,NUEVO LEON,3,0,36.00,,HOMBRE
0,Delgada,TAMAULIPAS,3,1,21.00,178,HOMBRE
0,NO ESPECIFICADO,NUEVO LEON,3,0,54.00,,HOMBRE
0,NO ESPECIFICADO,SONORA,3,1,36.00,,HOMBRE
0,Delgada,JALISCO,3,1,25.00,175,HOMBRE
0,NO ESPECIFICADO,TAMAULIPAS,3,1,29.00,,HOMBRE
0,Mediana,VERACRUZ,3,1,28.00,170,HOMBRE
0,Mediana,SINALOA,3,0,32.00,175,HOMBRE
0,Delgada,NUEVO LEON,3,0,14.00,,MUJER
0,Delgada,JALISCO,3,1,33.00,175,HOMBRE
0,Delgada,CHIHUAHUA,3,1,19.00,170,HOMBRE
0,Mediana,TAMAULIPAS,3,1,26.00,174,HOMBRE
0,Delgada,JALISCO,3,1,48.00,155,HOMBRE
0,NO ESPECIFICADO,MICHOACAN,3,0,,,HOMBRE
0,Delgada,GUERRERO,3,1,51.00,160,MUJER
0,Delgada,MICHOACAN,3,0,18.00,176,HOMBRE
0,Delgada,QUERETARO,3,1,61.00,150,HOMBRE
0,Delgada,ESTADO DE MEXICO,3,0,13.00,160,MUJER
0,Delgada,GUERRERO,3,1,17.00,150,MUJER
0,NO ESPECIFICADO,NUEVO LEON,3,0,13.00,,MUJER
0,Delgada,CHIHUAHUA,3,0,82.00,150,HOMBRE
0,Mediana,SINALOA,3,1,40.00,173,HOMBRE
0,NO ESPECIFICADO,SINALOA,3,0,66.00,170,HOMBRE
0,NO ESPECIFICADO,SINALOA,3,1,24.00,185,HOMBRE
0,Robusta,CHIHUAHUA,3,0,63.00,195,HOMBRE
0,Mediana,SONORA,3,1,34.00,160,HOMBRE
0,Robusta,CHIHUAHUA,3,1,44.00,,HOMBRE
0,Mediana,JALISCO,3,1,28.00,170,HOMBRE
0,Delgada,CHIHUAHUA,3,0,34.00,168,HOMBRE
0,Delgada,JALISCO,3,1,17.00,165,HOMBRE
0,Delgada,CHIHUAHUA,3,1,22.00,,HOMBRE
0,Delgada,ESTADO DE MEXICO,3,0,22.00,156,HOMBRE
1,Delgada,SINALOA,3,1,19.00,160,HOMBRE
0,Mediana,PUEBLA,3,1,55.00,165,HOMBRE
0,NO ESPECIFICADO,PUEBLA,3,1,40.00,177,HOMBRE
0,Delgada,GUERRERO,3,0,25.00,180,HOMBRE
0,Delgada,SINALOA,3,1,25.00,175,HOMBRE
0,Robusta,ESTADO DE MEXICO,3,0,37.00,170,HOMBRE
0,Delgada,ESTADO DE MEXICO,3,0,14.00,160,MUJER
0,Delgada,ESTADO DE MEXICO,3,0,13.00,153,MUJER
0,Delgada,ESTADO DE MEXICO,3,0,53.00,160,HOMBRE
0,Robusta,JALISCO,3,0,27.00,170,HOMBRE
0,Robusta,DURANGO,3,1,32.00,160,MUJER
0,Delgada,CHIHUAHUA,3,0,30.00,165,HOMBRE
0,Mediana,BAJA CALIFORNIA,3,1,40.00,175,HOMBRE
0,Delgada,SONORA,3,1,32.00,160,HOMBRE
0,Delgada,SONORA,3,1,20.00,160,MUJER
0,Delgada,JALISCO,3,1,24.00,160,HOMBRE
0,NO ESPECIFICADO,TAMAULIPAS,3,0,16.00,,HOMBRE
0,NO ESPECIFICADO,TAMAULIPAS,3,0,31.00,,MUJER
1,NO ESPECIFICADO,GUANAJUATO,3,0,13.00,,MUJER
1,NO ESPECIFICADO,GUANAJUATO,3,0,14.00,,MUJER
0,Delgada,MORELOS,3,1,18.00,160,MUJER
0,Mediana,MORELOS,3,1,3.00,100,MUJER
0,Delgada,JALISCO,3,1,25.00,176,HOMBRE
0,NO ESPECIFICADO,NUEVO LEON,3,0,13.00,,HOMBRE
1,NO ESPECIFICADO,NUEVO LEON,3,0,17.00,,MUJER
0,Mediana,ESTADO DE MEXICO,3,0,67.00,150,MUJER
1,Delgada,ESTADO DE MEXICO,3,0,60.00,160,MUJER
0,Delgada,ESTADO DE MEXICO,3,0,18.00,160,MUJER
0,Delgada,JALISCO,3,1,23.00,155,HOMBRE
0,Delgada,ZACATECAS,3,1,51.00,170,HOMBRE
0,NO ESPECIFICADO,MICHOACAN,4,1,88.00,165,HOMBRE
0,Robusta,OAXACA,4,0,41.00,160,MUJER
0,Robusta,HIDALGO,4,0,35.00,160,MUJER
0,Mediana,CHIHUAHUA,4,0,46.00,190,HOMBRE
0,Delgada,PUEBLA,4,0,70.00,190,HOMBRE
0,Delgada,CHIHUAHUA,4,0,36.00,174,HOMBRE
0,Delgada,JALISCO,4,1,44.00,150,HOMBRE
0,Delgada,ESTADO DE MEXICO,4,0,29.00,170,MUJER
0,Mediana,JALISCO,4,1,47.00,170,HOMBRE
0,NO ESPECIFICADO,GUANAJUATO,4,0,34.00,,HOMBRE
0,NO ESPECIFICADO,MICHOACAN,4,0,36.00,,HOMBRE
0,NO ESPECIFICADO,MORELOS,4,0,23.00,,MUJER
0,Mediana,SINALOA,4,1,31.00,165,HOMBRE
0,Delgada,CHIHUAHUA,4,1,34.00,170,HOMBRE
0,NO ESPECIFICADO,DURANGO,4,0,18.00,152,HOMBRE
0,Mediana,DURANGO,4,1,45.00,175,HOMBRE
0,NO ESPECIFICADO,TAMAULIPAS,4,1,35.00,,HOMBRE
0,NO ESPECIFICADO,TAMAULIPAS,4,0,,,HOMBRE
0,Robusta,SINALOA,4,0,26.00,182,HOMBRE
0,Mediana,NUEVO LEON,4,0,21.00,,MUJER
0,NO ESPECIFICADO,NUEVO LEON,4,0,26.00,,HOMBRE
0,Mediana,COAHUILA DE ZARAGOZA,4,1,30.00,175,HOMBRE
0,NO ESPECIFICADO,COAHUILA DE ZARAGOZA,4,1,17.00,,HOMBRE
0,NO ESPECIFICADO,COAHUILA DE ZARAGOZA,4,1,40.00,,HOMBRE
0,Delgada,JALISCO,4,1,28.00,180,HOMBRE
0,Delgada,HIDALGO,4,1,37.00,157,HOMBRE
0,NO ESPECIFICADO,HIDALGO,4,1,26.00,175,HOMBRE
0,NO ESPECIFICADO,ZACATECAS,4,0,15.00,,MUJER
0,NO ESPECIFICADO,GUERRERO,4,0,24.00,,HOMBRE
0,Delgada,CIUDAD DE MEXICO,4,1,76.00,153,HOMBRE
